id,dt,age,platform,state_id,monthly_cost,commission_rate,gender,session_time,membership_level,household_income,has_sale
3938,2023-02-14,25,mobile,13,174.38,0.1,M,237,Bronze,10312.84,0
8367,2023-01-18,18,desktop,6,161.24,0.1,M,2627,Bronze,21840.13,1
2557,2023-02-04,55,desktop,49,105.97,0.1,F,1728,Silver,23349.77,1
6662,2023-01-01,31,mobile,2,188.11,0.1,M,1570,,10739.6,1
3258,2023-01-31,24,desktop,13,165.76,0.1,M,278,Platinum,18446.18,0
5972,2023-01-30,50,desktop,23,171.08,0.1,F,2474,Gold,26058.14,0
2874,2023-01-08,35,desktop,13,108.22,0.1,F,1116,Silver,15994.41,1
8791,2023-01-21,34,mobile,7,194.51,0.1,F,2276,Gold,11601.42,0
6513,2023-01-02,32,mobile,11,181.2,0.1,F,2315,Bronze,23878.63,0
7039,2023-01-03,31,desktop,36,145.92,0.1,M,1614,Silver,20457.71,1
440,2023-01-01,33,,13,148.34,0.1,F,931,Platinum,53140.53,0
143,2023-01-28,38,mobile,14,135.49,0.1,F,1546,Bronze,18989.52,0
2852,2023-01-23,28,mobile,49,129.92,0.1,M,344,Silver,11973.86,1
3781,2023-01-13,41,mobile,48,159.03,0.1,F,1342,Bronze,15605.61,0
4497,2023-02-11,56,desktop,13,177.0,0.1,F,2447,Silver,16175.3,1
2303,2023-02-08,46,mobile,36,111.04,0.1,M,3152,Bronze,36107.88,0
3874,2023-01-09,39,mobile,13,202.26,0.1,F,491,Bronze,24458.86,0
7616,2023-01-31,34,mobile,12,177.72,0.1,M,2957,Silver,18895.9,1
9272,2023-02-03,46,mobile,49,212.15,0.1,F,2214,Gold,12856.38,0
479,2023-02-02,44,mobile,50,97.69,0.1,F,771,Bronze,28980.82,0
9454,2023-01-02,30,mobile,22,186.88,0.1,M,1481,Gold,15524.17,0
6610,2023-02-12,32,mobile,25,168.56,0.1,M,1746,Bronze,20112.24,0
4575,2023-01-21,18,desktop,28,166.35,0.1,M,1624,Silver,33250.31,0
5405,2023-01-03,30,mobile,13,202.73,0.1,F,2796,Bronze,42119.34,0
6181,2023-01-18,34,,36,187.61,0.1,M,2742,Gold,43249.82,0
5076,2023-02-05,34,desktop,13,210.3,0.1,M,3206,Bronze,15334.46,0
9477,2023-01-03,26,mobile,36,170.7,0.1,M,1571,Bronze,22928.04,0
1816,2023-01-02,44,,30,109.46,0.1,M,1537,Bronze,31967.09,0
9554,2023-02-14,18,,47,154.61,0.1,M,2663,Gold,13280.92,0
7211,2023-02-01,26,mobile,19,193.19,0.1,M,1889,Gold,27849.92,0
7113,2023-01-25,30,mobile,21,214.45,0.1,M,2309,Silver,12207.51,0
4374,2023-02-06,28,mobile,18,172.76,0.1,M,1692,Bronze,39486.45,0
1873,2023-01-01,18,mobile,13,99.03,0.1,M,1977,,10000.0,0
1657,2023-01-18,46,desktop,49,138.47,0.1,M,981,Gold,14907.35,1
6043,2023-01-20,32,desktop,16,165.86,0.1,F,337,Silver,31512.51,1
2236,2023-01-06,40,desktop,12,105.04,0.1,M,1297,Silver,11189.2,1
6487,2023-01-05,31,desktop,13,177.23,0.1,M,85,Silver,25595.56,0
389,2023-01-23,27,desktop,32,134.41,0.1,M,1017,Bronze,22897.09,0
8720,2023-01-17,29,mobile,12,207.5,0.1,M,1007,,26409.14,0
6608,2023-01-10,38,desktop,12,219.11,0.1,F,3061,Gold,18914.79,1
3240,2023-01-07,34,,39,89.2,0.1,F,1737,Silver,11753.94,0
2560,2023-02-13,39,desktop,1,85.88,0.1,M,1888,Gold,37583.68,0
2323,2023-01-25,49,mobile,50,44.96,0.1,F,250,Silver,17667.4,0
6118,2023-01-30,39,mobile,36,178.77,0.1,M,1384,,10000.0,0
1175,2023-01-22,39,desktop,49,74.94,0.1,M,3267,Silver,19519.39,0
7355,2023-01-05,40,desktop,18,132.73,0.1,F,2880,Silver,19845.15,0
4209,2023-01-13,32,mobile,39,174.35,0.1,F,797,Silver,12927.78,0
3004,2023-01-20,29,desktop,43,184.13,0.1,M,1961,,66148.82,0
9282,2023-01-26,32,,13,167.02,0.1,M,1412,Silver,33388.86,0
6110,2023-01-15,44,mobile,25,171.67,0.1,F,716,Gold,21488.84,0
3720,2023-02-05,47,desktop,13,187.33,0.1,M,684,Bronze,23329.88,0
8225,2023-01-23,24,desktop,34,178.36,0.1,M,1169,Silver,16873.33,0
7646,2023-01-20,41,mobile,40,207.88,0.1,F,3213,Bronze,47963.39,0
93,2023-01-21,24,mobile,12,147.47,0.1,M,3233,,13444.7,0
397,2023-01-24,40,mobile,13,38.39,0.1,M,2067,,18094.3,0
7313,2023-01-22,47,mobile,44,175.05,0.1,M,654,Bronze,18043.51,0
3210,2023-01-09,18,mobile,13,111.37,0.1,M,2538,Bronze,25058.88,0
5724,2023-02-08,37,mobile,44,171.71,0.1,F,348,Bronze,10000.0,0
6637,2023-01-24,43,mobile,13,162.85,0.1,F,1330,Bronze,32428.34,0
3163,2023-01-27,41,mobile,12,42.85,0.1,F,3565,Bronze,20728.25,1
8101,2023-01-10,35,mobile,27,207.74,0.1,M,421,Silver,10000.0,0
4949,2023-01-10,23,mobile,50,164.12,0.1,M,2098,Silver,22058.18,0
5694,2023-01-23,18,mobile,5,187.0,0.1,M,3142,Bronze,10000.0,0
7611,2023-01-25,34,mobile,12,197.31,0.1,M,602,,41565.66,1
7360,2023-01-08,44,mobile,39,141.96,0.1,F,1127,Bronze,10000.0,0
7622,2023-02-03,55,mobile,31,201.22,0.1,F,2710,Bronze,37618.49,0
2451,2023-02-13,39,mobile,30,59.72,0.1,F,2700,Silver,12966.18,1
9170,2023-02-06,49,mobile,49,195.69,0.1,F,43,Gold,14827.24,0
4187,2023-01-23,23,desktop,22,208.44,0.1,M,850,Silver,33194.0,0
2063,2023-02-15,50,desktop,27,153.87,0.1,M,2893,Bronze,18729.46,1
209,2023-01-25,23,mobile,24,139.78,0.1,F,131,Bronze,17954.99,0
294,2023-02-07,51,mobile,12,81.69,0.1,M,1963,Silver,10615.69,1
4725,2023-01-10,25,desktop,36,154.68,0.1,M,2462,Bronze,28379.3,0
4371,2023-01-23,36,desktop,31,160.04,0.1,M,315,Bronze,46422.81,0
785,2023-01-18,43,,9,141.43,0.1,F,2964,Gold,19757.51,1
840,2023-01-09,28,mobile,36,76.58,0.1,M,715,Gold,15034.75,0
8760,2023-01-03,18,mobile,49,199.31,0.1,M,2404,Bronze,21234.31,0
7032,2023-01-02,18,,36,165.91,0.1,M,2569,Silver,29797.1,0
3335,2023-02-07,34,,13,160.1,0.1,F,355,,17880.35,1
3583,2023-01-10,30,desktop,4,175.69,0.1,M,1250,Silver,38791.33,1
5903,2023-01-29,39,mobile,42,164.0,0.1,M,1810,Gold,24400.15,0
7354,2023-02-15,40,mobile,49,168.72,0.1,M,1586,Silver,45042.8,1
3494,2023-02-05,31,mobile,12,183.25,0.1,M,3230,Gold,28313.89,0
8230,2023-01-22,32,mobile,5,164.12,0.1,M,2557,Bronze,12811.58,0
5377,2023-01-25,47,mobile,31,153.07,0.1,M,1930,Bronze,35773.98,0
990,2023-01-15,40,mobile,36,138.11,0.1,F,884,Bronze,15388.23,0
8784,2023-02-07,27,mobile,6,180.7,0.1,M,550,Silver,39970.79,0
4967,2023-01-05,42,mobile,12,149.86,0.1,M,2969,Silver,15907.7,0
5515,2023-01-07,44,mobile,46,176.72,0.1,M,2683,Silver,27663.99,0
8196,2023-01-01,35,mobile,13,221.56,0.1,M,2733,Silver,21633.18,0
7635,2023-01-10,45,desktop,12,215.19,0.1,M,1940,Silver,31808.53,1
2704,2023-02-15,36,mobile,29,113.67,0.1,M,2126,Silver,17621.69,1
2805,2023-01-07,42,mobile,49,103.9,0.1,F,735,Bronze,23634.3,0
6789,2023-01-31,29,mobile,36,179.09,0.1,F,903,,22206.7,0
4300,2023-02-15,23,desktop,12,210.02,0.1,M,3420,,22957.52,0
4498,2023-01-03,43,mobile,30,160.68,0.1,M,1678,Gold,39949.41,0
6099,2023-01-19,36,desktop,32,186.68,0.1,F,121,Bronze,10000.0,0
3414,2023-02-11,25,desktop,2,191.27,0.1,F,692,Bronze,10000.0,0
8798,2023-01-22,35,mobile,36,192.94,0.1,F,305,Silver,16439.97,0
7359,2023-01-27,20,mobile,12,169.33,0.1,M,2579,Gold,14087.97,0
3880,2023-01-10,26,desktop,13,191.33,0.1,M,1343,Bronze,21971.07,0
1665,2023-01-30,18,mobile,25,152.41,0.1,M,2252,Bronze,23026.5,0
8458,2023-02-09,33,desktop,24,186.62,0.1,M,2767,,28096.73,1
9543,2023-02-03,32,mobile,12,180.69,0.1,M,3001,Silver,28841.09,0
8653,2023-01-16,44,mobile,42,162.12,0.1,M,2919,Silver,19271.75,0
191,2023-01-10,18,mobile,13,51.58,0.1,M,1404,Bronze,40891.58,0
8313,2023-01-12,37,desktop,13,185.89,0.1,M,3368,,41357.72,1
2075,2023-01-30,38,mobile,2,190.55,0.1,M,413,Silver,10000.0,1
1306,2023-02-11,49,desktop,49,91.76,0.1,M,2395,Silver,23764.22,0
2468,2023-02-06,24,desktop,13,175.73,0.1,M,1066,Silver,10000.0,0
5064,2023-02-11,32,mobile,22,211.27,0.1,M,3404,Silver,22883.62,0
1415,2023-01-23,41,desktop,13,170.59,0.1,M,1312,,42060.78,0
8006,2023-02-15,43,mobile,13,192.68,0.1,M,2524,,55839.5,0
1880,2023-02-03,45,mobile,12,99.7,0.1,F,3186,Bronze,10000.0,0
5024,2023-01-13,21,desktop,12,157.38,0.1,F,2369,Bronze,13483.12,0
2532,2023-01-12,26,,30,125.61,0.1,M,582,Silver,10760.31,0
70,2023-01-13,38,mobile,9,122.55,0.1,M,2056,Silver,17467.56,1
1309,2023-02-06,38,mobile,46,129.54,0.1,M,619,Bronze,33872.94,1
4091,2023-01-11,32,mobile,40,162.59,0.1,M,3030,Platinum,30463.57,0
2384,2023-01-06,27,mobile,13,128.16,0.1,M,2387,Silver,39686.76,0
6460,2023-02-04,27,,36,200.27,0.1,M,3056,Silver,17760.72,0
2562,2023-01-17,33,,44,170.1,0.1,M,1013,,10000.0,0
9549,2023-01-05,33,desktop,49,168.23,0.1,M,244,Gold,37920.93,1
9443,2023-02-04,46,desktop,22,192.62,0.1,F,2844,Gold,26669.56,0
2625,2023-01-28,29,mobile,31,135.85,0.1,F,2654,,23150.55,0
6960,2023-01-11,18,,19,208.43,0.1,M,356,Silver,18509.76,0
9254,2023-02-15,50,mobile,13,187.63,0.1,M,1846,Gold,20026.36,0
3817,2023-02-07,36,mobile,45,206.41,0.1,M,3256,Silver,21601.19,0
9041,2023-01-07,30,mobile,13,189.48,0.1,M,950,Bronze,11504.44,0
1384,2023-02-04,34,mobile,15,168.17,0.1,F,890,Gold,38390.96,0
9560,2023-01-31,33,mobile,41,174.63,0.1,M,216,Bronze,14043.7,1
658,2023-01-10,43,desktop,10,125.05,0.1,M,208,Bronze,77181.17,0
3431,2023-01-16,38,mobile,13,197.05,0.1,F,741,Bronze,17542.46,0
3595,2023-01-10,38,mobile,13,153.65,0.1,M,2293,Silver,12449.33,1
7283,2023-01-08,53,mobile,22,177.42,0.1,F,2765,Silver,10000.0,0
4768,2023-01-19,49,mobile,7,159.38,0.1,M,245,Platinum,33121.1,0
7603,2023-02-15,18,desktop,36,168.94,0.1,M,3567,Bronze,12010.95,0
1466,2023-01-19,20,,36,146.9,0.1,M,1562,Silver,19843.6,0
7728,2023-02-13,32,mobile,49,195.62,0.1,M,2168,Silver,20679.78,0
652,2023-01-03,20,,28,139.83,0.1,M,512,Silver,17055.01,0
5324,2023-01-06,33,,23,180.5,0.1,M,1515,Silver,36181.15,0
274,2023-01-07,22,mobile,49,123.2,0.1,F,502,,12481.09,0
1035,2023-01-17,27,desktop,36,115.27,0.1,F,395,Silver,21763.27,0
7034,2023-02-02,51,mobile,13,218.42,0.1,F,2066,Bronze,10000.0,0
7146,2023-01-08,37,desktop,49,195.39,0.1,F,1848,Silver,21498.71,0
5952,2023-02-01,34,mobile,38,192.93,0.1,M,2467,Silver,16302.04,1
2962,2023-01-17,29,mobile,48,100.34,0.1,M,1685,Silver,24492.97,0
6156,2023-01-01,46,mobile,5,202.9,0.1,F,809,Gold,12254.32,0
5863,2023-01-14,25,mobile,13,162.38,0.1,M,3005,Gold,18319.52,0
4338,2023-02-06,36,mobile,46,190.46,0.1,F,1311,Silver,34805.87,0
9499,2023-01-22,35,mobile,13,154.9,0.1,F,2247,Silver,22903.06,0
6818,2023-01-19,39,,37,176.74,0.1,F,3544,Gold,12414.69,0
6861,2023-01-29,36,mobile,24,201.45,0.1,F,2195,Bronze,17498.55,0
1211,2023-02-06,23,mobile,3,121.01,0.1,M,1824,Silver,14588.6,0
457,2023-01-17,24,mobile,36,128.43,0.1,F,2430,Bronze,10000.0,0
3507,2023-02-09,41,mobile,13,197.62,0.1,M,1896,Silver,17672.86,0
766,2023-01-27,41,desktop,49,188.31,0.1,M,3321,Bronze,16253.73,1
8658,2023-01-01,44,mobile,13,173.57,0.1,M,2257,Platinum,41428.73,0
2001,2023-02-15,31,mobile,39,93.28,0.1,M,576,Platinum,33755.38,0
5656,2023-01-25,37,,49,195.73,0.1,M,1393,Platinum,14696.83,0
9261,2023-01-24,26,mobile,13,172.54,0.1,M,2440,Bronze,17407.1,0
589,2023-02-01,34,mobile,5,125.58,0.1,F,2652,Silver,56526.52,1
7472,2023-01-29,18,mobile,12,184.59,0.1,M,1233,Bronze,16701.81,0
8845,2023-01-17,24,mobile,47,198.67,0.1,M,2622,Silver,69051.51,0
1945,2023-01-13,26,mobile,31,51.97,0.1,M,515,Bronze,10000.0,0
3476,2023-01-08,37,mobile,13,169.44,0.1,M,2087,Bronze,17242.05,0
9129,2023-01-23,34,desktop,13,171.39,0.1,M,426,Silver,34989.82,0
4063,2023-01-25,45,desktop,36,157.97,0.1,M,2156,Bronze,44001.71,1
5593,2023-01-06,35,desktop,38,179.86,0.1,F,1263,Silver,17828.34,1
263,2023-02-02,27,mobile,1,155.39,0.1,F,2857,Bronze,15571.78,0
8888,2023-02-13,46,,13,160.61,0.1,F,3329,Bronze,10000.0,0
4258,2023-01-18,19,desktop,16,194.65,0.1,M,2556,,30983.44,0
758,2023-02-03,33,mobile,0,30.0,0.1,F,1768,Bronze,22355.03,0
5216,2023-01-25,34,desktop,14,164.05,0.1,M,1470,Silver,15205.34,0
5155,2023-01-15,32,mobile,12,172.91,0.1,M,3366,Bronze,20236.35,0
9514,2023-01-25,25,mobile,37,162.74,0.1,M,3564,Gold,19834.19,0
4176,2023-01-17,48,desktop,32,203.58,0.1,F,332,Silver,12139.35,0
7079,2023-01-26,36,desktop,36,198.96,0.1,M,2347,Bronze,15359.43,0
6620,2023-01-05,41,mobile,13,188.36,0.1,M,3271,Gold,18572.38,0
4712,2023-01-11,46,mobile,31,194.83,0.1,F,3227,Silver,34283.97,0
8531,2023-01-19,45,mobile,4,184.4,0.1,F,803,Silver,27211.97,0
9517,2023-01-21,35,desktop,25,161.64,0.1,F,2354,Silver,34733.37,1
6573,2023-01-04,29,desktop,35,189.29,0.1,M,1201,Silver,66952.05,1
3597,2023-02-01,21,mobile,10,149.19,0.1,M,3057,Silver,50122.52,0
2618,2023-02-15,39,desktop,16,85.18,0.1,F,2311,Bronze,21488.97,1
6107,2023-01-20,44,desktop,49,204.03,0.1,M,3532,Silver,25561.56,0
8645,2023-02-01,46,desktop,6,182.58,0.1,M,2922,Silver,10000.0,0
4707,2023-01-31,22,,49,170.33,0.1,M,2998,Bronze,15908.14,0
628,2023-01-19,46,mobile,36,40.88,0.1,M,1079,Silver,23463.43,0
8076,2023-01-23,36,mobile,42,174.07,0.1,F,1961,Bronze,21812.69,1
6558,2023-01-17,19,mobile,13,221.45,0.1,M,2204,,20352.89,0
4081,2023-02-14,19,,28,196.11,0.1,M,2258,,19567.06,0
3330,2023-01-25,53,,20,178.83,0.1,F,1224,Silver,42512.88,0
1173,2023-01-02,42,mobile,19,57.91,0.1,M,3149,Silver,39150.27,0
1993,2023-01-15,41,mobile,2,172.94,0.1,M,2033,Silver,10287.23,0
7876,2023-01-19,47,mobile,13,147.82,0.1,M,1923,Silver,85347.45,0
6820,2023-01-10,44,desktop,20,186.59,0.1,M,1479,Bronze,28050.47,0
3170,2023-02-09,39,mobile,26,83.67,0.1,F,221,,15016.51,1
5121,2023-02-06,29,mobile,4,178.15,0.1,M,812,Gold,15475.4,0
2535,2023-01-17,29,mobile,45,158.33,0.1,F,1586,Bronze,29448.78,1
7068,2023-01-25,47,mobile,20,188.2,0.1,M,3013,,10000.0,0
2440,2023-02-14,43,mobile,35,112.39,0.1,M,324,,11883.87,0
6696,2023-01-09,42,mobile,4,159.01,0.1,M,2271,Silver,10000.0,0
1355,2023-02-10,25,mobile,28,115.12,0.1,M,3040,Bronze,14957.57,0
2926,2023-01-05,23,mobile,13,106.82,0.1,M,2145,Silver,20609.72,0
7517,2023-02-13,31,mobile,50,181.52,0.1,M,1333,Silver,36035.98,0
8972,2023-02-03,34,mobile,49,195.66,0.1,M,1109,Silver,27031.98,0
7289,2023-01-14,23,mobile,3,169.34,0.1,M,3418,Silver,29364.09,0
5518,2023-01-20,56,mobile,13,178.06,0.1,F,1797,Bronze,44067.04,0
1090,2023-01-23,39,desktop,23,160.15,0.1,F,862,Bronze,28640.48,0
4645,2023-02-11,23,mobile,13,178.05,0.1,M,794,Bronze,24011.91,0
5174,2023-01-21,55,,2,163.0,0.1,F,113,Bronze,49932.3,1
1381,2023-01-01,33,mobile,36,141.19,0.1,M,367,,14312.31,0
7479,2023-01-08,60,mobile,49,128.7,0.1,F,431,Bronze,14516.53,0
5640,2023-01-06,40,,12,163.33,0.1,F,234,Silver,33907.19,0
5886,2023-01-23,40,desktop,36,153.96,0.1,F,1375,Bronze,27915.09,0
993,2023-01-31,29,mobile,13,172.88,0.1,M,2224,Gold,13687.09,0
5982,2023-01-03,46,mobile,36,170.69,0.1,F,3017,Silver,19355.76,0
6869,2023-01-07,25,desktop,13,167.47,0.1,M,2014,Bronze,12347.14,0
8854,2023-01-01,49,mobile,4,147.64,0.1,F,629,Silver,14636.12,0
2960,2023-01-12,51,mobile,11,175.54,0.1,M,2534,Gold,28924.52,0
1138,2023-01-26,23,mobile,36,154.36,0.1,M,1080,Silver,44663.4,0
4738,2023-02-15,60,,43,199.13,0.1,F,117,Silver,18570.85,0
158,2023-01-02,46,desktop,27,134.56,0.1,M,2971,Bronze,21711.62,1
3558,2023-02-06,37,mobile,31,189.0,0.1,F,2070,Bronze,25492.05,0
9659,2023-01-01,35,mobile,12,181.51,0.1,M,1302,Bronze,23662.33,0
4452,2023-02-05,27,mobile,11,180.41,0.1,M,997,Bronze,15120.67,0
7830,2023-01-14,39,mobile,25,195.33,0.1,M,2414,,38760.22,0
8127,2023-01-02,41,mobile,36,165.95,0.1,F,914,Bronze,15427.57,0
1902,2023-02-06,47,desktop,36,77.43,0.1,M,3400,Bronze,20506.67,0
26,2023-02-06,26,mobile,33,128.54,0.1,M,3555,Silver,23468.22,0
864,2023-02-13,37,mobile,13,32.35,0.1,M,2408,Silver,29355.3,0
1079,2023-02-04,39,mobile,33,100.04,0.1,F,3338,Bronze,19817.29,0
358,2023-02-10,24,mobile,12,233.37,0.1,M,1997,Silver,19774.83,0
3618,2023-01-04,45,desktop,1,175.41,0.1,M,3563,Bronze,38187.03,1
8826,2023-02-06,42,mobile,36,205.04,0.1,M,361,Silver,25467.7,0
625,2023-01-28,18,mobile,49,113.87,0.1,F,1946,Bronze,36194.85,0
9206,2023-01-27,18,desktop,36,150.65,0.1,M,3417,Bronze,12966.58,1
6973,2023-01-10,47,mobile,18,163.53,0.1,F,2208,Bronze,30197.21,0
8087,2023-01-11,41,mobile,36,172.11,0.1,F,3328,Bronze,19793.8,1
4043,2023-01-21,32,mobile,13,167.3,0.1,F,223,Silver,18134.75,0
5848,2023-01-13,22,mobile,12,205.88,0.1,M,3192,Silver,28050.21,1
2895,2023-01-08,42,mobile,31,109.17,0.1,M,1133,Silver,39437.59,0
1250,2023-02-02,25,mobile,13,144.2,0.1,F,33,Platinum,33180.76,0
340,2023-02-11,41,desktop,13,153.13,0.1,M,2936,Bronze,45104.63,1
6944,2023-02-11,22,,37,168.97,0.1,M,3204,Gold,32305.01,0
3629,2023-01-05,18,mobile,36,181.32,0.1,M,435,Silver,19866.53,0
3609,2023-01-13,44,mobile,35,141.93,0.1,F,1909,Silver,15782.27,0
2660,2023-01-24,49,mobile,35,130.28,0.1,F,921,Silver,67218.84,0
4742,2023-01-21,30,desktop,13,185.63,0.1,F,2721,Bronze,10899.63,0
7624,2023-01-27,39,mobile,36,189.21,0.1,F,2141,Silver,17369.53,0
833,2023-01-15,38,desktop,36,141.34,0.1,M,167,Bronze,10000.0,0
4958,2023-01-30,23,,1,196.74,0.1,M,678,,36169.56,0
7112,2023-02-15,53,mobile,49,153.36,0.1,M,671,Bronze,34370.16,0
7545,2023-01-21,35,mobile,12,157.05,0.1,M,750,,20937.0,0
6159,2023-01-24,27,mobile,5,182.39,0.1,M,3309,Bronze,14762.15,0
1475,2023-01-06,45,mobile,13,96.85,0.1,M,1057,Bronze,28119.35,0
9715,2023-02-03,37,desktop,49,205.0,0.1,M,1189,Bronze,10180.84,0
7760,2023-01-20,45,desktop,49,180.74,0.1,M,1874,Silver,21212.01,0
1791,2023-01-16,34,mobile,42,83.31,0.1,M,1935,Silver,49894.47,0
660,2023-01-01,41,desktop,49,111.46,0.1,F,1683,Bronze,45506.92,0
9178,2023-02-13,37,,19,175.91,0.1,F,2460,Silver,19730.8,0
8525,2023-02-08,53,desktop,1,161.82,0.1,F,983,Silver,25045.89,0
4917,2023-01-28,41,mobile,12,150.68,0.1,F,1143,Gold,25322.09,0
4904,2023-02-03,33,mobile,13,191.29,0.1,F,670,Silver,11504.25,0
9000,2023-02-14,41,,49,217.02,0.1,M,960,Bronze,18709.4,0
4114,2023-01-12,52,mobile,48,197.11,0.1,M,2198,Gold,34813.08,0
8484,2023-01-01,29,mobile,13,154.78,0.1,M,34,Silver,16571.88,0
6559,2023-01-01,35,mobile,12,163.16,0.1,F,3581,Silver,64027.25,0
5765,2023-02-15,38,mobile,29,155.46,0.1,F,209,,26052.7,1
8009,2023-01-09,59,mobile,43,197.69,0.1,F,3115,Bronze,22335.43,0
2265,2023-01-15,27,mobile,12,73.26,0.1,M,2249,Silver,22847.44,0
4863,2023-01-09,31,desktop,33,179.47,0.1,F,585,Silver,22898.0,0
4578,2023-02-12,38,mobile,13,180.01,0.1,M,1273,Gold,23703.37,0
2621,2023-02-04,42,mobile,1,120.83,0.1,M,3362,Bronze,18292.1,0
7856,2023-02-14,44,mobile,27,189.64,0.1,F,924,Gold,31691.27,0
2092,2023-01-13,18,desktop,13,67.73,0.1,M,2759,Gold,75139.93,0
5004,2023-02-15,44,mobile,13,178.01,0.1,F,1364,Silver,11502.93,0
9719,2023-01-02,18,mobile,13,148.95,0.1,M,3381,Bronze,44858.01,0
2496,2023-01-14,39,desktop,18,120.84,0.1,F,138,,31743.62,0
203,2023-01-07,28,desktop,13,132.75,0.1,F,2640,Silver,38451.32,0
6368,2023-01-27,29,desktop,13,137.7,0.1,M,2578,,11493.38,1
7274,2023-01-22,23,mobile,5,163.84,0.1,M,1660,Platinum,35359.38,0
6488,2023-01-27,53,mobile,36,190.01,0.1,F,1258,Silver,17866.5,0
9518,2023-01-17,27,mobile,12,198.35,0.1,M,177,Silver,26078.13,0
6528,2023-01-08,34,mobile,33,175.25,0.1,F,104,Bronze,16778.15,0
2378,2023-02-06,24,mobile,36,58.45,0.1,M,3033,Bronze,27484.68,0
5554,2023-02-14,33,mobile,49,139.53,0.1,M,2100,Platinum,51442.93,0
7869,2023-01-15,36,desktop,34,162.75,0.1,M,1592,Silver,10000.0,1
8643,2023-01-08,23,desktop,38,191.17,0.1,M,2040,Bronze,17707.47,1
1884,2023-02-10,28,desktop,7,141.18,0.1,M,2776,Bronze,28072.9,0
37,2023-02-10,46,,31,61.04,0.1,M,3003,Silver,33964.62,0
2881,2023-01-31,18,mobile,33,138.8,0.1,M,2576,Silver,14467.49,0
4336,2023-01-20,42,mobile,5,185.68,0.1,F,779,Silver,42049.51,0
6277,2023-01-10,37,mobile,49,166.32,0.1,M,3399,Silver,18296.43,0
458,2023-01-16,39,desktop,5,162.98,0.1,M,2118,,12891.07,0
9495,2023-01-10,41,mobile,25,160.75,0.1,M,783,Bronze,24029.02,0
139,2023-01-10,47,mobile,35,160.49,0.1,F,168,Silver,20807.07,1
8309,2023-01-17,36,mobile,25,164.26,0.1,M,1299,Bronze,30693.82,0
4921,2023-01-24,18,mobile,12,171.32,0.1,M,1466,Bronze,48135.59,0
1717,2023-01-13,34,desktop,13,117.98,0.1,F,472,Silver,17334.58,1
6151,2023-01-20,38,mobile,1,185.09,0.1,F,1368,Bronze,21101.13,0
1692,2023-01-30,23,desktop,12,30.0,0.1,F,2174,Gold,46896.55,1
6148,2023-01-23,37,,33,222.83,0.1,M,1240,Bronze,10000.0,0
9180,2023-02-03,18,desktop,36,151.14,0.1,M,552,Bronze,13239.03,0
13,2023-01-31,28,mobile,27,100.78,0.1,M,3554,Bronze,22701.18,1
554,2023-01-13,37,mobile,22,121.98,0.1,M,374,Bronze,10263.05,0
9570,2023-01-14,30,mobile,12,184.8,0.1,M,821,Silver,29323.08,1
9446,2023-01-12,18,desktop,36,174.89,0.1,M,867,,34891.28,0
560,2023-01-31,41,mobile,46,83.6,0.1,M,442,Silver,23266.53,0
2938,2023-02-12,34,desktop,35,140.01,0.1,F,634,Silver,15926.02,0
9648,2023-01-11,49,mobile,26,193.6,0.1,M,3262,Bronze,23069.57,0
7503,2023-02-11,23,mobile,12,175.02,0.1,M,3424,Bronze,11257.33,0
7144,2023-02-15,35,,44,144.33,0.1,F,1638,Silver,13154.85,0
9368,2023-02-02,47,mobile,47,180.84,0.1,F,444,Silver,37957.08,0
4128,2023-02-07,52,desktop,49,193.34,0.1,F,36,Silver,15048.97,0
3109,2023-01-11,50,desktop,49,130.7,0.1,M,1525,Bronze,20649.83,0
1656,2023-02-11,30,mobile,18,70.28,0.1,F,2875,Gold,48002.57,0
4266,2023-02-07,40,,48,157.88,0.1,F,860,Silver,10000.0,0
3992,2023-02-08,27,,13,191.2,0.1,F,1091,Silver,22452.72,0
1116,2023-01-24,32,mobile,13,154.99,0.1,M,597,,13399.07,1
9364,2023-01-06,30,,36,202.66,0.1,F,1109,Bronze,25199.51,1
6720,2023-01-03,44,desktop,12,160.89,0.1,F,3262,,16278.36,1
8850,2023-01-04,29,mobile,37,171.05,0.1,M,1124,,14350.19,1
4496,2023-02-05,38,desktop,37,207.2,0.1,M,1111,Silver,16217.82,0
4004,2023-01-10,31,desktop,13,191.28,0.1,M,2659,Bronze,23511.59,0
6786,2023-01-24,23,mobile,36,179.5,0.1,M,2420,Silver,10000.0,0
5646,2023-01-19,19,desktop,19,185.66,0.1,M,1328,Bronze,13508.83,0
6216,2023-02-08,50,mobile,2,184.28,0.1,F,3494,Bronze,39729.68,0
4447,2023-01-19,27,mobile,13,147.04,0.1,M,761,Gold,23093.25,0
7998,2023-02-07,32,,38,163.69,0.1,F,3230,Silver,12894.15,1
9357,2023-01-21,38,mobile,43,195.7,0.1,F,2873,Bronze,14359.32,0
513,2023-02-07,40,mobile,36,67.01,0.1,F,1932,Silver,11803.04,1
8952,2023-01-22,38,mobile,49,222.63,0.1,F,1282,Silver,21364.24,0
9640,2023-01-27,22,mobile,36,184.49,0.1,M,1282,Silver,28712.26,0
3158,2023-02-12,43,mobile,36,32.17,0.1,F,253,Bronze,24714.77,0
1515,2023-01-08,42,mobile,36,116.83,0.1,F,2312,Silver,11522.42,0
